student_id,engagement_score,test1_grade,persona_quadrant,persona_kmeans,lifespan,outcome
9056,-0.194,3,Detached achiever,Low eng / high grades,4,Completed
9057,-0.8571,0,Disengaged,Low eng / low grades,2,Left after Test 2
9058,0.584,4,Engaged achiever,High eng / high grades,4,Completed
9059,-0.0438,3,Detached achiever,High eng / high grades,4,Administrative dropout
9060,0.9332,1,Engaged struggler,High eng / low grades,4,Completed
9061,1.0276,3,Engaged achiever,High eng / high grades,4,Completed
9062,-0.9407,3,Detached achiever,Low eng / high grades,4,Completed
9063,-0.118,4,Detached achiever,High eng / high grades,4,Completed
9064,0.1827,4,Engaged achiever,High eng / high grades,4,Completed
9065,0.2389,2,Engaged struggler,High eng / low grades,4,Completed
9066,-0.096,1,Disengaged,Low eng / low grades,4,Administrative dropout
9067,-0.4906,3,Detached achiever,Low eng / high grades,4,Administrative dropout
9068,0.5402,4,Engaged achiever,High eng / high grades,4,Completed
9069,-0.2596,2,Disengaged,Low eng / low grades,4,Administrative dropout
9070,0.2649,0,Engaged struggler,High eng / low grades,4,Completed
9071,-0.8983,4,Detached achiever,Low eng / high grades,4,Administrative dropout
9072,0.7317,1,Engaged struggler,High eng / low grades,4,Completed
9073,-0.1335,1,Disengaged,Low eng / low grades,4,Completed
9074,0.5256,4,Engaged achiever,High eng / high grades,4,Completed
9075,-0.3492,4,Detached achiever,Low eng / high grades,4,Administrative dropout
9076,-0.9354,1,Disengaged,Low eng / low grades,2,Left after Test 2
9077,-0.0931,0,Disengaged,Low eng / low grades,4,Completed
9078,1.2099,4,Engaged achiever,High eng / high grades,2,Left after Test 2
9079,0.4875,3,Engaged achiever,High eng / high grades,4,Completed
9080,-0.5482,1,Disengaged,Low eng / low grades,2,Left after Test 2
9081,0.1383,4,Engaged achiever,High eng / high grades,4,Completed
9082,-1.0581,4,Detached achiever,Low eng / high grades,4,Completed
9083,0.6027,1,Engaged struggler,High eng / low grades,4,Completed
9084,1.1651,4,Engaged achiever,High eng / high grades,4,Administrative dropout
9085,-0.0903,4,Detached achiever,High eng / high grades,4,Completed
9086,-0.8519,3,Detached achiever,Low eng / high grades,4,Administrative dropout
9087,-0.4233,1,Disengaged,Low eng / low grades,4,Completed
9088,-0.1493,1,Disengaged,Low eng / low grades,4,Completed
9089,-0.2596,2,Disengaged,Low eng / low grades,4,Completed
9090,-0.6613,4,Detached achiever,Low eng / high grades,3,Left after Test 3
9091,-0.2318,4,Detached achiever,Low eng / high grades,3,Left after Test 3
9092,0.5603,3,Engaged achiever,High eng / high grades,4,Completed
9093,0.7917,0,Engaged struggler,High eng / low grades,4,Completed
9094,0.4562,2,Engaged struggler,High eng / low grades,4,Completed
9095,0.2406,3,Engaged achiever,High eng / high grades,4,Completed
9096,0.2155,0,Engaged struggler,High eng / low grades,4,Completed
9097,0.436,3,Engaged achiever,High eng / high grades,4,Completed
9098,-0.7489,0,Disengaged,Low eng / low grades,4,Administrative dropout
9099,-0.0739,0,Disengaged,Low eng / low grades,4,Completed
9100,0.3025,4,Engaged achiever,High eng / high grades,4,Completed
9101,-0.9109,3,Detached achiever,Low eng / high grades,2,Left after Test 2
9102,-0.5926,0,Disengaged,Low eng / low grades,4,Administrative dropout
9103,-0.9142,4,Detached achiever,Low eng / high grades,4,Completed
9104,-0.2548,4,Detached achiever,Low eng / high grades,4,Administrative dropout
9105,1.4018,1,Engaged struggler,High eng / low grades,2,Left after Test 2
9106,0.3612,4,Engaged achiever,High eng / high grades,4,Completed
9107,0.2302,1,Engaged struggler,High eng / low grades,4,Administrative dropout
9108,0.0975,1,Engaged struggler,High eng / low grades,4,Completed
9109,-0.0922,4,Detached achiever,High eng / high grades,4,Administrative dropout
9110,-1.2056,0,Disengaged,Low eng / low grades,4,Completed
9111,0.1032,3,Engaged achiever,High eng / high grades,4,Completed
9112,0.3722,1,Engaged struggler,High eng / low grades,4,Completed
9113,-0.7506,4,Detached achiever,Low eng / high grades,3,Left after Test 3
9114,0.828,4,Engaged achiever,High eng / high grades,4,Administrative dropout
9115,0.0503,1,Engaged struggler,Low eng / low grades,4,Completed
9116,0.6922,2,Engaged struggler,High eng / low grades,4,Completed
9117,-0.7064,4,Detached achiever,Low eng / high grades,4,Administrative dropout
9118,0.5829,0,Engaged struggler,High eng / low grades,4,Completed
9119,0.3355,1,Engaged struggler,High eng / low grades,4,Completed
9120,0.715,3,Engaged achiever,High eng / high grades,4,Completed
9121,0.6477,0,Engaged struggler,High eng / low grades,4,Completed
9122,-0.2202,1,Disengaged,Low eng / low grades,4,Completed
9123,-0.0245,0,Disengaged,Low eng / low grades,4,Completed
9124,0.4703,1,Engaged struggler,High eng / low grades,4,Completed
9125,0.7921,2,Engaged struggler,High eng / low grades,2,Left after Test 2
9126,-0.8184,1,Disengaged,Low eng / low grades,2,Left after Test 2
9127,0.0205,1,Engaged struggler,Low eng / low grades,4,Completed
9128,-0.2277,0,Disengaged,Low eng / low grades,4,Completed
9129,0.2678,4,Engaged achiever,High eng / high grades,4,Completed
9130,-0.2604,3,Detached achiever,Low eng / high grades,3,Left after Test 3
9131,-0.205,3,Detached achiever,Low eng / high grades,4,Completed
9132,-0.6947,0,Disengaged,Low eng / low grades,2,Left after Test 2
9133,-0.0855,2,Disengaged,Low eng / low grades,4,Completed
9134,-0.3103,4,Detached achiever,Low eng / high grades,4,Completed
9135,1.142,4,Engaged achiever,High eng / high grades,2,Left after Test 2
9136,0.6535,4,Engaged achiever,High eng / high grades,4,Completed
9137,0.4654,1,Engaged struggler,High eng / low grades,4,Completed
9138,0.3054,1,Engaged struggler,High eng / low grades,4,Completed
9139,-0.7732,1,Disengaged,Low eng / low grades,2,Left after Test 2
9140,-0.8623,4,Detached achiever,Low eng / high grades,4,Completed
9141,-0.1253,1,Disengaged,Low eng / low grades,4,Completed
9142,0.8541,3,Engaged achiever,High eng / high grades,4,Administrative dropout
9143,0.164,0,Engaged struggler,High eng / low grades,1,Left after Test 1
9144,1.2832,0,Engaged struggler,High eng / low grades,4,Completed
9145,0.2369,3,Engaged achiever,High eng / high grades,4,Completed
9146,0.2267,3,Engaged achiever,High eng / high grades,4,Completed
9147,-1.2198,4,Detached achiever,Low eng / high grades,4,Completed
9148,0.8769,1,Engaged struggler,High eng / low grades,4,Administrative dropout
9149,0.0904,4,Engaged achiever,High eng / high grades,4,Completed
9150,-1.1863,3,Detached achiever,Low eng / high grades,4,Completed
9151,0.1476,3,Engaged achiever,High eng / high grades,4,Completed
9152,0.1608,4,Engaged achiever,High eng / high grades,4,Completed
9153,-0.3866,4,Detached achiever,Low eng / high grades,4,Administrative dropout
9154,0.0311,1,Engaged struggler,Low eng / low grades,4,Completed
9155,0.4468,1,Engaged struggler,High eng / low grades,4,Completed
9156,-0.63,0,Disengaged,Low eng / low grades,3,Left after Test 3
9157,0.135,1,Engaged struggler,High eng / low grades,4,Completed
9158,0.419,0,Engaged struggler,High eng / low grades,4,Completed
9159,-0.5075,1,Disengaged,Low eng / low grades,4,Completed
9160,1.2398,1,Engaged struggler,High eng / low grades,4,Completed
9161,1.2399,1,Engaged struggler,High eng / low grades,2,Left after Test 2
9162,-1.3472,0,Disengaged,Low eng / low grades,1,Left after Test 1
9163,0.7476,3,Engaged achiever,High eng / high grades,4,Completed
9164,-0.9166,3,Detached achiever,Low eng / high grades,2,Left after Test 2
9165,0.0509,1,Engaged struggler,Low eng / low grades,4,Completed
9166,-0.0991,0,Disengaged,Low eng / low grades,4,Completed
9167,-0.2993,2,Disengaged,Low eng / low grades,3,Left after Test 3
9168,-0.5492,3,Detached achiever,Low eng / high grades,3,Left after Test 3
9169,-0.2556,1,Disengaged,Low eng / low grades,4,Completed
9170,-0.0696,3,Detached achiever,High eng / high grades,4,Completed
9171,-1.0753,0,Disengaged,Low eng / low grades,4,Completed
9172,-0.1488,2,Disengaged,Low eng / low grades,4,Completed
9173,0.4671,2,Engaged struggler,High eng / low grades,4,Completed
9174,-0.6462,1,Disengaged,Low eng / low grades,2,Left after Test 2
9175,-0.4399,4,Detached achiever,Low eng / high grades,2,Left after Test 2
9176,0.0545,3,Engaged achiever,High eng / high grades,4,Completed
9177,-0.7632,3,Detached achiever,Low eng / high grades,3,Left after Test 3
9178,-0.0489,4,Detached achiever,High eng / high grades,4,Completed
9179,-0.4561,1,Disengaged,Low eng / low grades,4,Completed
9180,0.7681,1,Engaged struggler,High eng / low grades,4,Completed
9181,0.8107,1,Engaged struggler,High eng / low grades,4,Completed
9182,0.6007,1,Engaged struggler,High eng / low grades,4,Completed
9183,-0.0457,4,Detached achiever,High eng / high grades,4,Administrative dropout
9184,0.8484,4,Engaged achiever,High eng / high grades,2,Left after Test 2
9185,0.7653,1,Engaged struggler,High eng / low grades,4,Completed
9186,1.1465,0,Engaged struggler,High eng / low grades,4,Completed
9187,0.2122,1,Engaged struggler,High eng / low grades,4,Completed
9188,-0.0539,4,Detached achiever,High eng / high grades,4,Administrative dropout
9189,0.2884,4,Engaged achiever,High eng / high grades,4,Completed
9190,0.6715,3,Engaged achiever,High eng / high grades,4,Administrative dropout
9191,-0.0918,0,Disengaged,Low eng / low grades,4,Completed
9192,-0.4594,0,Disengaged,Low eng / low grades,4,Administrative dropout
9193,-0.4394,4,Detached achiever,Low eng / high grades,2,Left after Test 2
9194,-0.6763,0,Disengaged,Low eng / low grades,1,Left after Test 1
9195,0.0246,3,Engaged achiever,High eng / high grades,4,Completed
9196,-0.1681,3,Detached achiever,Low eng / high grades,4,Completed
9197,0.4077,4,Engaged achiever,High eng / high grades,4,Administrative dropout
9198,-0.0172,2,Disengaged,Low eng / low grades,4,Administrative dropout
9199,-0.73,2,Disengaged,Low eng / low grades,2,Left after Test 2
9200,-0.8929,4,Detached achiever,Low eng / high grades,3,Left after Test 3
9201,0.1013,3,Engaged achiever,High eng / high grades,4,Completed
9202,-0.5735,4,Detached achiever,Low eng / high grades,2,Left after Test 2
9203,0.2519,4,Engaged achiever,High eng / high grades,4,Completed
9204,-0.2016,2,Disengaged,Low eng / low grades,4,Administrative dropout
9205,0.1012,0,Engaged struggler,High eng / low grades,4,Completed
9206,-0.6936,4,Detached achiever,Low eng / high grades,3,Left after Test 3
9207,-0.2624,3,Detached achiever,Low eng / high grades,4,Completed
9208,1.0671,1,Engaged struggler,High eng / low grades,2,Left after Test 2
9209,1.3261,1,Engaged struggler,High eng / low grades,4,Administrative dropout
9210,0.3099,1,Engaged struggler,High eng / low grades,4,Completed
9211,-0.3373,3,Detached achiever,Low eng / high grades,4,Administrative dropout
9212,0.1553,4,Engaged achiever,High eng / high grades,4,Completed
9213,0.152,1,Engaged struggler,High eng / low grades,4,Completed
9214,-1.0482,0,Disengaged,Low eng / low grades,4,Completed
9215,-0.538,1,Disengaged,Low eng / low grades,1,Left after Test 1
9216,1.8831,0,Engaged struggler,High eng / low grades,2,Left after Test 2
9217,-0.3535,1,Disengaged,Low eng / low grades,1,Left after Test 1
9218,-0.7056,4,Detached achiever,Low eng / high grades,4,Completed
9219,-0.0574,2,Disengaged,Low eng / low grades,2,Left after Test 2
9220,0.3915,4,Engaged achiever,High eng / high grades,4,Completed
9221,0.9137,0,Engaged struggler,High eng / low grades,4,Completed
9222,0.1516,4,Engaged achiever,High eng / high grades,4,Completed
9223,0.4609,4,Engaged achiever,High eng / high grades,4,Completed
9224,0.3586,4,Engaged achiever,High eng / high grades,4,Completed
9225,-0.9452,0,Disengaged,Low eng / low grades,1,Left after Test 1
9226,-0.7198,3,Detached achiever,Low eng / high grades,1,Left after Test 1
9227,-0.1736,3,Detached achiever,Low eng / high grades,3,Left after Test 3
9228,1.6301,4,Engaged achiever,High eng / high grades,2,Left after Test 2
9229,-0.5321,1,Disengaged,Low eng / low grades,1,Left after Test 1
9230,0.332,4,Engaged achiever,High eng / high grades,4,Completed
9231,-0.828,1,Disengaged,Low eng / low grades,1,Left after Test 1
9232,-1.1143,0,Disengaged,Low eng / low grades,4,Completed
9233,0.3035,1,Engaged struggler,High eng / low grades,4,Completed
9234,0.6547,0,Engaged struggler,High eng / low grades,4,Completed
9235,-0.5734,3,Detached achiever,Low eng / high grades,1,Left after Test 1
9236,-0.5841,1,Disengaged,Low eng / low grades,3,Left after Test 3
9237,0.669,1,Engaged struggler,High eng / low grades,4,Completed
9238,-0.1708,1,Disengaged,Low eng / low grades,4,Completed
9239,-0.3813,2,Disengaged,Low eng / low grades,1,Left after Test 1
9240,-0.0961,4,Detached achiever,High eng / high grades,4,Completed
9241,-0.1886,1,Disengaged,Low eng / low grades,4,Completed
9242,-0.1105,2,Disengaged,Low eng / low grades,4,Completed
9243,0.1227,2,Engaged struggler,High eng / low grades,4,Completed
9244,-0.0137,4,Detached achiever,High eng / high grades,4,Completed
9245,-1.1124,4,Detached achiever,Low eng / high grades,4,Completed
9246,1.6406,0,Engaged struggler,High eng / low grades,2,Left after Test 2
9247,-0.7204,4,Detached achiever,Low eng / high grades,4,Administrative dropout
9248,0.4552,1,Engaged struggler,High eng / low grades,4,Completed
9249,0.4505,1,Engaged struggler,High eng / low grades,4,Completed
9250,0.491,1,Engaged struggler,High eng / low grades,2,Left after Test 2
9251,0.0593,1,Engaged struggler,Low eng / low grades,3,Left after Test 3
9252,0.6257,0,Engaged struggler,High eng / low grades,4,Completed
9253,0.0496,4,Engaged achiever,High eng / high grades,4,Completed
9254,0.396,4,Engaged achiever,High eng / high grades,4,Completed
9255,-0.3305,3,Detached achiever,Low eng / high grades,3,Left after Test 3
9256,-0.8184,4,Detached achiever,Low eng / high grades,3,Left after Test 3
9257,0.4547,0,Engaged struggler,High eng / low grades,4,Completed
9258,1.1589,0,Engaged struggler,High eng / low grades,2,Left after Test 2
9259,-0.8277,3,Detached achiever,Low eng / high grades,2,Left after Test 2
9260,-0.6915,3,Detached achiever,Low eng / high grades,2,Left after Test 2
9261,0.6545,4,Engaged achiever,High eng / high grades,4,Completed
9262,0.3191,0,Engaged struggler,High eng / low grades,4,Completed
9263,-1.0235,4,Detached achiever,Low eng / high grades,4,Completed
9264,0.6205,1,Engaged struggler,High eng / low grades,4,Completed
9265,0.1471,1,Engaged struggler,High eng / low grades,4,Completed
9266,0.8782,3,Engaged achiever,High eng / high grades,4,Completed
9267,-1.0339,4,Detached achiever,Low eng / high grades,4,Completed
9268,-0.1978,1,Disengaged,Low eng / low grades,4,Completed
9269,1.0214,0,Engaged struggler,High eng / low grades,4,Completed
9270,0.2429,4,Engaged achiever,High eng / high grades,4,Administrative dropout
9271,-0.3005,1,Disengaged,Low eng / low grades,3,Left after Test 3
9272,0.4503,4,Engaged achiever,High eng / high grades,4,Completed
9273,-0.7066,3,Detached achiever,Low eng / high grades,3,Left after Test 3
9274,1.7033,2,Engaged struggler,High eng / low grades,2,Left after Test 2
9275,-1.0309,4,Detached achiever,Low eng / high grades,4,Completed
9276,-0.0511,3,Detached achiever,High eng / high grades,4,Completed
9277,1.1018,1,Engaged struggler,High eng / low grades,4,Administrative dropout
9278,-1.039,4,Detached achiever,Low eng / high grades,4,Completed
9279,-0.4022,4,Detached achiever,Low eng / high grades,3,Left after Test 3
9280,-0.3447,4,Detached achiever,Low eng / high grades,3,Left after Test 3
9281,-0.6141,4,Detached achiever,Low eng / high grades,4,Administrative dropout
9282,0.1488,4,Engaged achiever,High eng / high grades,4,Completed
9283,-0.8042,1,Disengaged,Low eng / low grades,2,Left after Test 2
9284,0.3466,2,Engaged struggler,High eng / low grades,4,Administrative dropout
9285,-0.9281,4,Detached achiever,Low eng / high grades,4,Administrative dropout
9286,-0.7079,2,Disengaged,Low eng / low grades,3,Left after Test 3
9287,-0.9505,4,Detached achiever,Low eng / high grades,4,Completed
9288,-1.1071,3,Detached achiever,Low eng / high grades,4,Completed
9289,-1.0241,4,Detached achiever,Low eng / high grades,4,Completed
9290,0.4234,0,Engaged struggler,High eng / low grades,4,Administrative dropout
9291,-0.0342,4,Detached achiever,High eng / high grades,4,Completed
9292,0.5149,1,Engaged struggler,High eng / low grades,4,Completed
9293,0.3692,4,Engaged achiever,High eng / high grades,4,Completed
9294,0.714,4,Engaged achiever,High eng / high grades,4,Administrative dropout
9295,0.3047,2,Engaged struggler,High eng / low grades,4,Completed
9296,-1.0733,3,Detached achiever,Low eng / high grades,4,Completed
9297,-0.2403,0,Disengaged,Low eng / low grades,4,Completed
9298,-0.5147,4,Detached achiever,Low eng / high grades,4,Completed
9299,-0.1605,4,Detached achiever,Low eng / high grades,4,Administrative dropout
9300,0.4835,4,Engaged achiever,High eng / high grades,4,Completed
9301,0.5812,3,Engaged achiever,High eng / high grades,4,Completed
